Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,Carbon_Footprint_KG,Water_Usage_KG,Recycling_Programs_Encoded
BRAND-2147,Brand_2147,USA,2020,0.4326148990582256,Hemp,No,70874.67,Yes,8,40.33,Declining,GOTS,399480.0,2369614.18,1
BRAND-2148,Brand_2148,Italy,2023,0.5759747016165857,Organic Cotton,Yes,67447.17,Yes,6,492.56,Growing,Fair Trade,60580.0,4198360.52,1
BRAND-2149,Brand_2149,USA,2014,0.328787353112589,Vegan Leather,Yes,42406.54,Yes,14,206.84,Growing,GOTS,295300.0,924117.53,1
BRAND-2150,Brand_2150,Australia,2018,0.3861317185280261,Vegan Leather,No,9723.91,Yes,9,145.21,Growing,GOTS,490360.0,2430421.32,1
BRAND-2151,Brand_2151,Australia,2011,0.7056265786843255,Organic Cotton,Yes,91927.73,No,19,357.05,Stable,GOTS,378320.0,1437013.06,2
BRAND-2152,Brand_2152,Italy,2019,0.46423179157957273,Organic Cotton,No,32338.4,Yes,13,412.21,Growing,GOTS,328150.0,1766496.98,1
BRAND-2153,Brand_2153,Brazil,2019,0.3088505837593354,Recycled Polyester,No,42522.71,No,5,134.39,Declining,GOTS,2760.0,1733736.2,2
BRAND-2154,Brand_2154,Brazil,2022,0.5084990390337049,Vegan Leather,No,38388.69,No,18,36.62,Stable,B Corp,286880.0,4269467.63,2
BRAND-2155,Brand_2155,USA,2024,0.7322271396845816,Bamboo Fabric,Yes,83761.58,No,9,77.24,Growing,GOTS,431940.0,4791567.36,2
BRAND-2156,Brand_2156,China,2017,0.48222066459889434,Bamboo Fabric,Yes,26675.67,No,17,448.92,Growing,Fair Trade,186880.0,988854.58,2
BRAND-2157,Brand_2157,Australia,2021,0.5677380058390298,Recycled Polyester,Yes,77527.82,No,15,133.18,Stable,GOTS,275880.0,2655320.02,2
BRAND-2158,Brand_2158,Japan,2016,0.49544100791039647,Hemp,Yes,74268.78,No,10,200.53,Stable,GOTS,126100.0,2110638.94,2
BRAND-2159,Brand_2159,UK,2015,0.23634957981076835,Tencel,Yes,13091.23,Yes,16,146.16,Growing,GOTS,26030.0,3800104.45,1
BRAND-2160,Brand_2160,USA,2023,0.4440784734898372,Organic Cotton,No,98345.96,Yes,17,190.18,Stable,Fair Trade,277610.0,896603.72,1
BRAND-2161,Brand_2161,China,2017,0.6090184680924366,Hemp,Yes,73767.97,Yes,6,462.4,Declining,GOTS,81820.0,4675273.87,1
BRAND-2162,Brand_2162,Italy,2021,0.5379655682040498,Hemp,No,68053.27,Yes,7,346.48,Growing,B Corp,227680.0,3225974.58,1
BRAND-2163,Brand_2163,UK,2010,0.5131323027655658,Hemp,No,17922.82,Yes,8,373.08,Stable,GOTS,279320.0,4404919.73,1
BRAND-2164,Brand_2164,Germany,2014,0.6503588450520739,Vegan Leather,No,7612.09,No,4,335.94,Growing,OEKO-TEX,467430.0,3805912.27,2
BRAND-2165,Brand_2165,China,2023,0.40191480909302246,Recycled Polyester,No,60097.83,Yes,18,323.98,Growing,OEKO-TEX,169250.0,1608554.3,1
BRAND-2166,Brand_2166,UK,2021,0.5657572974173043,Recycled Polyester,Yes,80507.64,Yes,5,457.81,Growing,Fair Trade,73800.0,3566543.42,1
BRAND-2167,Brand_2167,France,2016,0.45029798116960473,Bamboo Fabric,No,28396.46,Yes,6,248.66,Stable,Fair Trade,182610.0,4850284.65,1
BRAND-2168,Brand_2168,China,2017,0.33836304833132236,Vegan Leather,Yes,98366.01,Yes,16,107.85,Declining,OEKO-TEX,166770.0,669058.58,1
BRAND-2169,Brand_2169,France,2012,0.5091124494017282,Vegan Leather,Yes,76633.17,Yes,19,452.98,Growing,GOTS,85800.0,2508147.9,1
BRAND-2170,Brand_2170,India,2016,0.5685194913496808,Hemp,No,59483.02,Yes,17,476.71,Growing,GOTS,427590.0,913836.43,1
BRAND-2171,Brand_2171,France,2021,0.38323532774466607,Tencel,No,3361.35,No,15,348.72,Stable,B Corp,124720.0,1760648.88,2
BRAND-2172,Brand_2172,Italy,2020,0.5734839818672022,Hemp,Yes,56964.0,No,4,138.83,Growing,OEKO-TEX,162950.0,4875282.95,2
BRAND-2173,Brand_2173,Japan,2022,0.32207807487962725,Organic Cotton,Yes,35330.84,Yes,1,392.46,Stable,GOTS,173750.0,413434.59,1
BRAND-2174,Brand_2174,UK,2019,0.47295715661763715,Vegan Leather,No,57314.54,No,19,240.11,Declining,B Corp,17650.0,3161613.76,2
BRAND-2175,Brand_2175,Australia,2021,0.3831299831021505,Hemp,No,11326.23,No,8,121.57,Declining,B Corp,168090.0,3306645.37,2
BRAND-2176,Brand_2176,UK,2022,0.794241357510134,Vegan Leather,No,79583.55,No,2,433.98,Growing,GOTS,353090.0,3346610.43,2
BRAND-2177,Brand_2177,USA,2018,0.5023479842174833,Organic Cotton,Yes,57706.6,No,4,23.59,Declining,B Corp,168050.0,4511580.02,2
BRAND-2178,Brand_2178,Japan,2017,0.4293036250091886,Organic Cotton,No,1716.65,Yes,11,448.62,Stable,GOTS,239590.0,3071378.32,1
BRAND-2179,Brand_2179,France,2018,0.5098098545448667,Vegan Leather,Yes,27889.52,No,14,72.83,Declining,B Corp,292070.0,4387609.95,2
BRAND-2180,Brand_2180,China,2011,0.21623419108751404,Hemp,Yes,6025.75,Yes,12,219.94,Growing,GOTS,219320.0,1014784.9,1
BRAND-2181,Brand_2181,Brazil,2011,0.6458360023298845,Tencel,No,60781.57,No,19,461.97,Stable,GOTS,329290.0,1133875.27,2
BRAND-2182,Brand_2182,USA,2011,0.8472396836774404,Recycled Polyester,No,85219.43,No,16,335.31,Stable,GOTS,389340.0,4840802.2,2
BRAND-2183,Brand_2183,China,2019,0.41280245718250586,Hemp,No,66237.97,Yes,6,315.88,Growing,GOTS,215670.0,1147970.46,1
BRAND-2184,Brand_2184,India,2014,0.4202639103809812,Vegan Leather,No,79437.81,Yes,16,270.77,Stable,GOTS,245330.0,821079.08,1
BRAND-2185,Brand_2185,Italy,2011,0.27720116873703193,Hemp,No,2694.45,Yes,1,352.05,Declining,B Corp,230500.0,954711.1,1
BRAND-2186,Brand_2186,UK,2020,0.8949246479549003,Recycled Polyester,Yes,69114.64,No,10,437.05,Growing,B Corp,472430.0,4734521.44,2
BRAND-2187,Brand_2187,China,2020,0.3522592600704537,Vegan Leather,No,65311.77,Yes,11,98.75,Stable,GOTS,378680.0,567810.28,1
BRAND-2188,Brand_2188,Italy,2021,0.4814358055031447,Tencel,No,42235.58,Yes,5,359.83,Growing,OEKO-TEX,96410.0,4512623.82,1
BRAND-2189,Brand_2189,Australia,2020,0.472560686543261,Organic Cotton,No,78360.53,Yes,17,295.88,Growing,OEKO-TEX,22530.0,3943029.69,1
BRAND-2190,Brand_2190,France,2022,0.6663380116038887,Vegan Leather,No,61147.41,No,6,289.54,Declining,GOTS,252730.0,4120554.31,2
BRAND-2191,Brand_2191,USA,2010,0.477400911056044,Hemp,No,39275.85,No,19,304.03,Stable,B Corp,312810.0,513220.16,2
BRAND-2192,Brand_2192,China,2010,0.4882152132658454,Vegan Leather,No,19273.73,No,7,409.61,Declining,B Corp,11220.0,3661147.05,2
BRAND-2193,Brand_2193,Germany,2024,0.4474089886348599,Vegan Leather,No,21889.62,No,4,236.61,Stable,GOTS,255750.0,2033737.24,2
BRAND-2194,Brand_2194,India,2016,0.5097772237564283,Organic Cotton,Yes,10736.01,No,14,344.41,Stable,OEKO-TEX,432040.0,986239.63,2
BRAND-2195,Brand_2195,Brazil,2012,0.6089292379149683,Vegan Leather,Yes,36924.09,No,15,423.38,Stable,GOTS,193070.0,3326332.85,2
BRAND-2196,Brand_2196,Brazil,2016,0.5693518004874771,Tencel,No,84365.0,No,6,108.49,Growing,GOTS,399730.0,1361722.75,2
BRAND-2197,Brand_2197,Italy,2012,0.12109619477022229,Vegan Leather,No,4432.52,No,1,44.31,Stable,GOTS,59980.0,83068.41,2
BRAND-2198,Brand_2198,France,2014,0.5490500190183093,Hemp,Yes,16824.6,No,18,211.62,Declining,GOTS,260370.0,4620687.06,2
BRAND-2199,Brand_2199,UK,2017,0.6724579541811234,Organic Cotton,No,95121.3,No,6,98.71,Stable,GOTS,307870.0,4002820.1,2
BRAND-2200,Brand_2200,Japan,2019,0.6136518370112554,Bamboo Fabric,No,81377.03,Yes,11,352.49,Stable,GOTS,361450.0,2732531.14,1
BRAND-2201,Brand_2201,Italy,2011,0.648248460906651,Hemp,No,51274.68,No,16,436.13,Growing,Fair Trade,42760.0,4810240.91,2
BRAND-2202,Brand_2202,Australia,2013,0.6354170979667485,Organic Cotton,No,93602.18,Yes,1,169.92,Growing,GOTS,371640.0,4389019.06,1
BRAND-2203,Brand_2203,Australia,2023,0.6301146441838744,Hemp,Yes,42862.9,Yes,19,340.25,Growing,Fair Trade,378680.0,4947642.16,1
BRAND-2204,Brand_2204,China,2020,0.4554440692522358,Bamboo Fabric,No,12337.09,Yes,14,212.45,Growing,B Corp,348330.0,4469498.33,1
BRAND-2205,Brand_2205,India,2016,0.2942334553921093,Hemp,No,42741.59,Yes,16,20.32,Stable,GOTS,243670.0,2661234.51,1
BRAND-2206,Brand_2206,Australia,2019,0.4368778327715359,Vegan Leather,No,53169.31,Yes,4,339.05,Stable,B Corp,220770.0,2006262.01,1
BRAND-2207,Brand_2207,China,2024,0.6837088085980313,Vegan Leather,Yes,97948.95,No,16,339.86,Declining,B Corp,125480.0,3403679.48,2
BRAND-2208,Brand_2208,Australia,2015,0.6784627841549578,Tencel,Yes,80622.08,No,3,462.99,Stable,B Corp,260040.00000000003,1512603.83,2
BRAND-2209,Brand_2209,India,2016,0.2809558357326164,Organic Cotton,Yes,33113.43,No,8,118.2,Growing,B Corp,135710.0,452792.55,2
BRAND-2210,Brand_2210,USA,2022,0.5180674251951796,Bamboo Fabric,No,95275.12,No,14,246.8,Declining,B Corp,41500.0,1902934.22,2
BRAND-2211,Brand_2211,UK,2010,0.36178489659007973,Hemp,No,18045.99,No,6,417.06,Growing,Fair Trade,46840.0,649573.57,2
BRAND-2212,Brand_2212,UK,2012,0.38187794899379546,Tencel,No,63504.27,Yes,16,215.28,Stable,GOTS,259459.99999999997,1253156.34,1
BRAND-2213,Brand_2213,USA,2015,0.8170966897091139,Hemp,No,62813.85,No,9,336.84,Growing,Fair Trade,469760.0,4502447.64,2
BRAND-2214,Brand_2214,UK,2017,0.3162903848609442,Tencel,Yes,55662.7,Yes,17,58.83,Growing,Fair Trade,419390.0,306960.3,1
BRAND-2215,Brand_2215,Japan,2014,0.37111365142549835,Bamboo Fabric,Yes,38015.92,Yes,8,187.56,Stable,B Corp,389050.0,1284316.07,1
BRAND-2216,Brand_2216,Australia,2015,0.6075251151173483,Recycled Polyester,No,38340.1,No,5,70.35,Declining,B Corp,405410.0,4790992.31,2
BRAND-2217,Brand_2217,Japan,2020,0.5286841157947179,Tencel,No,97914.14,Yes,15,281.4,Stable,OEKO-TEX,32240.000000000004,4194227.28,1
BRAND-2218,Brand_2218,China,2019,0.28996779847238485,Tencel,No,28620.01,No,9,68.72,Stable,GOTS,163270.0,1105751.62,2
BRAND-2219,Brand_2219,Italy,2013,0.4641270061702699,Recycled Polyester,Yes,94372.8,Yes,18,89.99,Declining,B Corp,122790.0,4119783.94,1
BRAND-2220,Brand_2220,Germany,2023,0.2974803402925379,Organic Cotton,No,3958.06,Yes,17,372.22,Stable,OEKO-TEX,218430.0,1224676.84,1
BRAND-2221,Brand_2221,Italy,2023,0.8937695144732861,Organic Cotton,No,62532.76,No,9,469.7,Growing,B Corp,480900.0,4610602.48,2
BRAND-2222,Brand_2222,Germany,2010,0.41102347306409315,Organic Cotton,Yes,56218.26,No,1,58.27,Stable,OEKO-TEX,268010.0,1312425.81,2
BRAND-2223,Brand_2223,Brazil,2012,0.45577175715156604,Bamboo Fabric,No,13092.21,Yes,6,405.1,Stable,GOTS,98970.0,4927703.9,1
BRAND-2224,Brand_2224,India,2011,0.4662601498388165,Recycled Polyester,No,31726.15,No,8,96.14,Growing,GOTS,344190.0,2519998.22,2
BRAND-2225,Brand_2225,Japan,2011,0.5715715053623958,Hemp,Yes,94349.23,No,17,465.46,Stable,GOTS,4120.0,1148806.89,2
BRAND-2226,Brand_2226,Germany,2015,0.46638924190422604,Tencel,No,87847.18,Yes,3,189.29,Growing,B Corp,72580.0,3955973.75,1
BRAND-2227,Brand_2227,USA,2012,0.5250360403248129,Bamboo Fabric,Yes,91615.7,Yes,20,335.71,Declining,GOTS,52990.0,3653674.1,1
BRAND-2228,Brand_2228,Germany,2016,0.5446818376248345,Organic Cotton,No,80019.07,No,8,346.41,Declining,Fair Trade,196270.0,616382.65,2
BRAND-2229,Brand_2229,Germany,2018,0.4886016687875222,Hemp,No,29737.06,Yes,12,81.49,Growing,OEKO-TEX,483060.0,4312356.75,1
BRAND-2230,Brand_2230,China,2010,0.4199138471452152,Bamboo Fabric,Yes,63930.64,No,12,112.89,Growing,GOTS,19260.0,3043524.17,2
BRAND-2231,Brand_2231,France,2013,0.4237898005613342,Vegan Leather,Yes,50655.11,Yes,19,57.04,Declining,Fair Trade,318160.0,3834735.78,1
BRAND-2232,Brand_2232,Germany,2010,0.3947331288049394,Bamboo Fabric,Yes,17374.61,No,14,31.11,Growing,GOTS,161020.0,4266823.06,2
BRAND-2233,Brand_2233,China,2012,0.3966759103095103,Vegan Leather,No,26498.26,No,3,29.99,Declining,OEKO-TEX,153090.0,3944753.03,2
BRAND-2234,Brand_2234,Australia,2012,0.6225455662000337,Hemp,Yes,64316.07,Yes,16,453.02,Declining,GOTS,324210.0,3087992.51,1
BRAND-2235,Brand_2235,Japan,2024,0.8069064692730015,Organic Cotton,No,95640.71,Yes,9,458.47,Growing,B Corp,458600.0,3964347.77,1
BRAND-2236,Brand_2236,China,2022,0.6384185451771083,Vegan Leather,Yes,55678.94,No,7,481.01,Stable,GOTS,196460.0,2369672.02,2
BRAND-2237,Brand_2237,Germany,2016,0.49459986769731834,Hemp,No,94032.06,No,16,24.2,Growing,B Corp,319840.0,1008925.3,2
BRAND-2238,Brand_2238,UK,2018,0.5215462754405653,Hemp,Yes,65963.59,Yes,15,320.85,Growing,OEKO-TEX,182930.0,3706360.86,1
BRAND-2239,Brand_2239,China,2015,0.4829443251002792,Tencel,No,76015.01,Yes,5,236.1,Growing,Fair Trade,250790.0,2606904.71,1
BRAND-2240,Brand_2240,USA,2011,0.6076046344974231,Tencel,Yes,58797.42,No,20,233.18,Declining,B Corp,342440.0,2701193.69,2
BRAND-2241,Brand_2241,Brazil,2015,0.5849276876458435,Hemp,Yes,68454.36,Yes,13,434.72,Growing,Fair Trade,394370.0,1583730.95,1
BRAND-2242,Brand_2242,USA,2015,0.6029922300604478,Vegan Leather,No,56468.24,No,7,337.08,Growing,B Corp,207770.0,2986505.33,2
BRAND-2243,Brand_2243,Brazil,2019,0.23555902881811255,Recycled Polyester,Yes,20682.76,Yes,15,230.68,Growing,OEKO-TEX,114450.0,1630531.05,1
BRAND-2244,Brand_2244,USA,2012,0.13901706091313418,Organic Cotton,No,22694.8,Yes,8,173.27,Declining,Fair Trade,108710.0,176783.1,1
BRAND-2245,Brand_2245,France,2014,0.6349379856977903,Recycled Polyester,No,21741.99,No,8,399.94,Stable,Fair Trade,478080.0,2003183.29,2
BRAND-2246,Brand_2246,France,2017,0.4376776249230193,Bamboo Fabric,Yes,15294.28,No,18,309.89,Growing,OEKO-TEX,189680.0,2055561.28,2
BRAND-2247,Brand_2247,Brazil,2024,0.39625312634733145,Organic Cotton,No,32506.78,No,3,185.95,Stable,OEKO-TEX,183100.0,1700363.38,2
BRAND-2248,Brand_2248,UK,2019,0.8365670638272996,Tencel,No,92244.03,No,17,254.78,Growing,OEKO-TEX,488790.0,4112389.63,2
BRAND-2249,Brand_2249,Australia,2020,0.6621677876062471,Recycled Polyester,No,47867.54,No,5,82.95,Growing,OEKO-TEX,497790.0,4394942.97,2
BRAND-2250,Brand_2250,Italy,2015,0.3144657175541985,Organic Cotton,Yes,12074.42,No,12,174.45,Growing,OEKO-TEX,199020.0,972265.63,2
BRAND-2251,Brand_2251,India,2018,0.5224221820862035,Tencel,No,56298.08,No,2,142.49,Declining,GOTS,182010.0,3613615.06,2
BRAND-2252,Brand_2252,Brazil,2016,0.3608112916851799,Bamboo Fabric,No,62470.75,Yes,19,354.64,Declining,GOTS,13530.0,1878321.87,1
BRAND-2253,Brand_2253,France,2018,0.6436523573486568,Tencel,Yes,55319.01,Yes,8,480.96,Declining,Fair Trade,332670.0,3597947.42,1
BRAND-2254,Brand_2254,UK,2017,0.7105603552878431,Hemp,Yes,85691.1,No,14,395.54,Stable,GOTS,187910.0,3362101.68,2
BRAND-2255,Brand_2255,Japan,2022,0.2740427788991009,Bamboo Fabric,No,2675.97,No,5,163.28,Declining,B Corp,63680.0,2075528.38,2
BRAND-2256,Brand_2256,France,2016,0.6726854993577054,Hemp,Yes,68181.66,No,16,397.03,Growing,B Corp,394800.0,1347161.99,2
BRAND-2257,Brand_2257,Australia,2021,0.6140228547203928,Recycled Polyester,Yes,89236.05,Yes,3,301.86,Growing,B Corp,499320.0,1493029.05,1
BRAND-2258,Brand_2258,USA,2024,0.3372434979698088,Vegan Leather,Yes,60342.38,Yes,15,427.71,Declining,OEKO-TEX,50480.0,355282.86,1
BRAND-2259,Brand_2259,France,2021,0.6179736309627903,Tencel,Yes,9994.23,No,8,306.94,Growing,Fair Trade,456060.0,3430386.1,2
BRAND-2260,Brand_2260,Italy,2020,0.38360617397152663,Vegan Leather,Yes,26891.42,No,17,81.44,Stable,GOTS,202190.0,2619517.86,2
BRAND-2261,Brand_2261,Brazil,2015,0.44501777860049085,Recycled Polyester,No,74746.27,Yes,18,443.43,Declining,B Corp,5680.0,2171550.51,1
BRAND-2262,Brand_2262,Germany,2012,0.31709033278350574,Organic Cotton,Yes,66181.66,No,7,89.3,Stable,GOTS,29640.0,930277.2,2
BRAND-2263,Brand_2263,Australia,2018,0.6334639893037181,Bamboo Fabric,Yes,57752.61,Yes,19,484.42,Growing,Fair Trade,405320.0,2497364.39,1
BRAND-2264,Brand_2264,Brazil,2013,0.522431420239914,Vegan Leather,Yes,31152.5,No,2,389.91,Stable,OEKO-TEX,60990.0,3489283.55,2
BRAND-2265,Brand_2265,UK,2010,0.4113347882093702,Tencel,Yes,41327.1,Yes,2,379.03,Stable,OEKO-TEX,60670.0,3254350.94,1
BRAND-2266,Brand_2266,India,2022,0.6674148650136709,Vegan Leather,Yes,74653.83,No,12,462.98,Stable,GOTS,270220.0,1476982.91,2
BRAND-2267,Brand_2267,Australia,2022,0.5631833760360545,Tencel,Yes,39414.89,Yes,20,337.65,Growing,B Corp,383330.0,3704087.32,1
BRAND-2268,Brand_2268,Brazil,2015,0.2757330728144951,Tencel,No,58327.44,Yes,1,224.18,Declining,OEKO-TEX,16170.000000000002,1651339.58,1
BRAND-2269,Brand_2269,Australia,2018,0.5068173347104974,Bamboo Fabric,Yes,62277.75,Yes,17,253.93,Declining,B Corp,480430.0,1291685.13,1
BRAND-2270,Brand_2270,Brazil,2018,0.47705514703145757,Hemp,Yes,18190.79,No,16,318.78,Declining,B Corp,30120.0,4244253.49,2
BRAND-2271,Brand_2271,Italy,2024,0.4969061664908828,Recycled Polyester,Yes,42041.33,Yes,1,152.41,Growing,Fair Trade,424750.0,3716311.1,1
BRAND-2272,Brand_2272,Japan,2018,0.2638115053538639,Hemp,Yes,19488.59,Yes,19,56.54,Growing,B Corp,166040.0,3585388.34,1
BRAND-2273,Brand_2273,Australia,2010,0.4976053198093495,Bamboo Fabric,Yes,59038.77,No,4,36.0,Declining,GOTS,333070.0,2556455.27,2
BRAND-2274,Brand_2274,Germany,2021,0.73996166004078,Vegan Leather,Yes,73051.43,No,15,436.42,Declining,GOTS,207570.0,3978021.02,2
BRAND-2275,Brand_2275,France,2012,0.4692746761192512,Vegan Leather,Yes,81428.2,No,20,253.73,Growing,B Corp,73460.0,1180569.35,2
BRAND-2276,Brand_2276,India,2024,0.37927381197357846,Organic Cotton,No,41384.76,Yes,3,150.55,Declining,OEKO-TEX,407880.0,1485317.2,1
BRAND-2277,Brand_2277,Germany,2016,0.571276179597873,Vegan Leather,No,80352.56,No,14,380.84,Stable,B Corp,110360.0,1657579.68,2
BRAND-2278,Brand_2278,Germany,2016,0.1473758195607359,Hemp,No,2074.73,Yes,19,20.25,Stable,B Corp,340510.0,649634.93,1
BRAND-2279,Brand_2279,Japan,2017,0.6996968063659748,Tencel,No,35525.52,No,13,482.22,Stable,GOTS,432560.0,2262976.06,2
BRAND-2280,Brand_2280,China,2015,0.5231049909291157,Hemp,No,62197.18,Yes,7,307.38,Stable,Fair Trade,412050.0,1762895.0,1
BRAND-2281,Brand_2281,Australia,2023,0.3710114165312871,Organic Cotton,Yes,62249.96,Yes,13,65.57,Stable,Fair Trade,84500.0,4417998.49,1
BRAND-2282,Brand_2282,Brazil,2023,0.4656268259783639,Bamboo Fabric,Yes,94317.86,Yes,11,405.1,Stable,B Corp,196020.0,114423.91,1
BRAND-2283,Brand_2283,Australia,2010,0.5124186909478077,Tencel,No,98974.59,No,8,87.98,Stable,OEKO-TEX,261149.99999999997,1056323.83,2
BRAND-2284,Brand_2284,UK,2016,0.4883101818028762,Vegan Leather,Yes,19874.55,No,9,261.51,Declining,GOTS,451120.0,760775.91,2
BRAND-2285,Brand_2285,India,2016,0.15390613744492607,Tencel,No,55181.13,Yes,3,33.48,Growing,B Corp,6250.0,1366189.88,1
BRAND-2286,Brand_2286,Italy,2019,0.42912524449303435,Recycled Polyester,Yes,61403.32,Yes,6,120.42,Stable,GOTS,286630.0,3063887.46,1
BRAND-2287,Brand_2287,India,2013,0.2614921883551735,Organic Cotton,Yes,51415.0,Yes,9,128.12,Declining,B Corp,59850.0,2265906.89,1
BRAND-2288,Brand_2288,Germany,2012,0.568827338397159,Bamboo Fabric,Yes,69307.07,No,18,290.63,Declining,GOTS,199190.0,2208277.05,2
BRAND-2289,Brand_2289,USA,2016,0.1689552319994135,Vegan Leather,No,19376.56,Yes,13,60.5,Stable,B Corp,64890.0,2588946.21,1
BRAND-2290,Brand_2290,China,2014,0.5860920969100663,Hemp,Yes,98228.06,Yes,8,80.14,Growing,GOTS,452020.0,3262784.99,1
BRAND-2291,Brand_2291,France,2020,0.4337093113380305,Bamboo Fabric,No,22732.52,No,4,140.22,Stable,GOTS,477400.0,486952.3,2
BRAND-2292,Brand_2292,Germany,2018,0.4031331947981488,Organic Cotton,No,42501.96,No,17,91.72,Growing,GOTS,225830.0,1904224.89,2
BRAND-2293,Brand_2293,Italy,2013,0.3569527235954598,Bamboo Fabric,Yes,75045.41,Yes,4,34.68,Stable,GOTS,325500.0,1387687.62,1
BRAND-2294,Brand_2294,UK,2012,0.3288940418576326,Organic Cotton,No,3093.6,Yes,6,351.12,Declining,B Corp,270520.0,1619944.2,1
BRAND-2295,Brand_2295,USA,2024,0.6825797684190631,Tencel,Yes,90666.37,No,16,397.58,Stable,OEKO-TEX,255120.0,1833620.74,2
BRAND-2296,Brand_2296,Germany,2017,0.5105334805607058,Bamboo Fabric,No,25687.89,No,13,343.94,Stable,OEKO-TEX,71780.0,3886459.92,2
BRAND-2297,Brand_2297,USA,2021,0.4463992371136105,Recycled Polyester,No,34867.52,Yes,6,482.3,Growing,GOTS,62630.0,3204877.65,1
BRAND-2298,Brand_2298,China,2012,0.3736943886097781,Recycled Polyester,No,16125.55,No,4,29.22,Stable,B Corp,254710.0,2967719.66,2
BRAND-2299,Brand_2299,Australia,2016,0.664170262307252,Recycled Polyester,No,98689.53,Yes,7,231.34,Stable,Fair Trade,358810.0,4220663.99,1
BRAND-2300,Brand_2300,Australia,2019,0.4932428940325857,Organic Cotton,No,62895.68,Yes,4,439.43,Declining,GOTS,129270.00000000001,2565731.58,1
BRAND-2301,Brand_2301,UK,2016,0.6178892081097095,Hemp,No,35041.72,No,6,419.54,Declining,Fair Trade,60680.0,4978745.18,2
BRAND-2302,Brand_2302,Italy,2010,0.8180333227633804,Hemp,No,62538.09,No,9,480.76,Stable,GOTS,308500.0,4649259.9,2
BRAND-2303,Brand_2303,India,2020,0.6606008523982432,Tencel,No,97362.53,No,13,108.84,Growing,GOTS,252570.0,4094090.91,2
BRAND-2304,Brand_2304,China,2024,0.5845070017577172,Vegan Leather,No,26843.03,No,12,235.64,Growing,GOTS,367410.0,3532988.79,2
BRAND-2305,Brand_2305,Japan,2010,0.5614541383475457,Organic Cotton,Yes,97052.1,Yes,8,361.17,Growing,OEKO-TEX,354350.0,844401.28,1
BRAND-2306,Brand_2306,UK,2010,0.6328119400950831,Bamboo Fabric,Yes,55042.37,Yes,9,393.5,Growing,Fair Trade,410820.0,3516300.61,1
BRAND-2307,Brand_2307,Brazil,2021,0.34321391927886624,Tencel,Yes,27708.6,Yes,5,141.24,Declining,GOTS,322270.0,2372753.97,1
BRAND-2308,Brand_2308,India,2015,0.4879015858468272,Organic Cotton,Yes,96544.92,No,19,281.36,Growing,B Corp,69580.0,566043.3,2
BRAND-2309,Brand_2309,Australia,2013,0.475499911058646,Organic Cotton,No,70404.94,Yes,8,315.75,Stable,OEKO-TEX,30650.0,4110327.58,1
BRAND-2310,Brand_2310,Italy,2015,0.6019365312067502,Hemp,No,36009.4,No,10,220.07,Declining,Fair Trade,270720.0,4575969.36,2
BRAND-2311,Brand_2311,France,2010,0.33160543656791075,Vegan Leather,No,76731.06,Yes,10,132.76,Stable,GOTS,217870.0,829839.77,1
BRAND-2312,Brand_2312,France,2016,0.2568318934964836,Tencel,Yes,10442.69,Yes,15,146.91,Declining,GOTS,240420.0,2194711.35,1
BRAND-2313,Brand_2313,China,2018,0.625798153427391,Hemp,No,55469.72,No,10,348.16,Declining,B Corp,271960.0,2749958.25,2
BRAND-2314,Brand_2314,UK,2019,0.5948687885748016,Tencel,Yes,22067.19,No,1,184.53,Growing,B Corp,434440.0,3848225.43,2
BRAND-2315,Brand_2315,UK,2015,0.43761467106375196,Tencel,No,23142.57,No,16,111.22,Stable,Fair Trade,451610.0,1111346.81,2
BRAND-2316,Brand_2316,Japan,2023,0.5232738529779059,Recycled Polyester,Yes,54169.87,No,18,342.01,Declining,B Corp,175940.0,1707107.69,2
BRAND-2317,Brand_2317,France,2019,0.44820911979462286,Vegan Leather,Yes,50512.33,No,7,425.87,Declining,OEKO-TEX,72730.0,483075.26,2
BRAND-2318,Brand_2318,UK,2010,0.360192289991195,Bamboo Fabric,No,82095.93,Yes,14,39.71,Stable,GOTS,102440.0,3295264.71,1
BRAND-2319,Brand_2319,France,2015,0.4369917026543101,Vegan Leather,Yes,38256.08,No,2,312.49,Stable,Fair Trade,190230.0,865666.73,2
BRAND-2320,Brand_2320,Italy,2014,0.2614117532385025,Organic Cotton,No,14629.95,No,8,256.45,Declining,GOTS,31940.0,559906.91,2
BRAND-2321,Brand_2321,India,2021,0.6727915152204459,Hemp,Yes,63919.31,Yes,11,448.62,Declining,OEKO-TEX,351040.0,3931709.07,1
BRAND-2322,Brand_2322,France,2010,0.8588362292961557,Tencel,No,68252.24,No,15,347.18,Stable,GOTS,489310.0,4797105.09,2
BRAND-2323,Brand_2323,Australia,2020,0.48509245521348854,Recycled Polyester,Yes,34451.59,No,14,231.74,Declining,GOTS,101710.0,3794756.23,2
BRAND-2324,Brand_2324,USA,2023,0.4306989174888024,Bamboo Fabric,Yes,55779.29,Yes,2,251.54,Declining,Fair Trade,338380.0,1481764.43,1
BRAND-2325,Brand_2325,India,2015,0.7131497453731246,Recycled Polyester,Yes,10203.41,No,2,418.8,Declining,GOTS,454390.0,4248926.53,2
